text,label
I didn't mean,7
It's brilliant,1
Goodbye Mike   we'll see you at the wedding   fella,1
well   we probably won't invite you to the wedding,7
Thank you   Chandler,7
Sincerely,7
Well   you're welcome Glad I could help,1
David   I'm pretending to,7
Okay   you have 19 questions left Use them wisely  Come on Joey You can't win if you don't ask any,1
What,5
Well   you promised me a fun road trip,1
We've been on the road six hours and you've been asleep for five and a half,3
Okay   you have 19 questions left Use them wisely  Come on Joey You can't win if you don't ask any,1
What,5
Well   you promised me a fun road trip,1
We've been on the road six hours and you've been asleep for five and a half,3
We are switching at the next rest stop and,3
All right All right,7
Okay   you have 19 questions left Use them wisely  Come on Joey You can't win if you don't ask any,1
What,5
Well   you promised me a fun road trip,1
We've been on the road six hours and you've been asleep for five and a half,3
We are switching at the next rest stop and,3
All right All right,7
Yeah And until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice,3
Really I don't,5
Everything was delicious,1
Thank you,1
It was The duck in particular was superb,1
Thank you    You haven't said anything,1
Actually I do have one small complaint,7
OhpleaseI-I welcome criticism,7
Everything was delicious,1
Thank you,1
It was The duck in particular was superb,1
Thank you    You haven't said anything,1
Actually I do have one small complaint,7
OhpleaseI-I welcome criticism,7
The musician right outside the restaurantit's kind    of a mood-killer,0
Everything was delicious,1
Thank you,1
It was The duck in particular was superb,1
Thank you    You haven't said anything,1
Actually I do have one small complaint,7
OhpleaseI-I welcome criticism,7
The musician right outside the restaurantit's kind    of a mood-killer,0
What musician,5
We did,7
You owe me 20 bucks,1
Thank you Thank you so much,1
Chandler   here you go   got your traditional Thanksgiving feast   you got your tomato soup   your grilled cheese fixin's   and your family size bag of Funyuns,7
We did,7
You owe me 20 bucks,1
Thank you Thank you so much,1
Chandler   here you go   got your traditional Thanksgiving feast   you got your tomato soup   your grilled cheese fixin's   and your family size bag of Funyuns,7
Wait   wait   Chandler   this is what you're havin' for Thanksgiving dinner,5
We did,7
You owe me 20 bucks,1
Thank you Thank you so much,1
Chandler   here you go   got your traditional Thanksgiving feast   you got your tomato soup   your grilled cheese fixin's   and your family size bag of Funyuns,7
Wait   wait   Chandler   this is what you're havin' for Thanksgiving dinner,5
What   what   what is it with you and this holiday,3
We did,7
You owe me 20 bucks,1
Thank you Thank you so much,1
Chandler   here you go   got your traditional Thanksgiving feast   you got your tomato soup   your grilled cheese fixin's   and your family size bag of Funyuns,7
Wait   wait   Chandler   this is what you're havin' for Thanksgiving dinner,5
What   what   what is it with you and this holiday,3
All right   I'm nine years old,7
Oh   I hate this story,0
We just finished this magnificent Thanksgiving dinner,7
I have--and I remember this part vividly--a mouthful of pumpkin pie   and this is the moment my parents choose to tell me they're getting divorced,0
We did,7
You owe me 20 bucks,1
Thank you Thank you so much,1
Chandler   here you go   got your traditional Thanksgiving feast   you got your tomato soup   your grilled cheese fixin's   and your family size bag of Funyuns,7
Wait   wait   Chandler   this is what you're havin' for Thanksgiving dinner,5
What   what   what is it with you and this holiday,3
All right   I'm nine years old,7
Oh   I hate this story,0
We just finished this magnificent Thanksgiving dinner,7
I have--and I remember this part vividly--a mouthful of pumpkin pie   and this is the moment my parents choose to tell me they're getting divorced,0
Oh my god,5
Hey   who's this little naked guy,5
That little naked guy would be me,7
Aww   look at the little thing,5
Who are those people,5
Got me,5
Hey   who's this little naked guy,5
That little naked guy would be me,7
Aww   look at the little thing,5
Who are those people,5
Got me,5
Oh   that's Nana   right there in the middle  'Me and the gang at Java Joe's',7
Wow   Monica   you look just like your grandmother How old was she there,5
Let's see   1939 yeah   24   25,7
Looks like a fun gang,7
So   what's this about,1
Rachel has something that she wants to tell you and umm   I believe that this is your red sweater,7
No  This is my red sweater,7
So   what's this about,1
Rachel has something that she wants to tell you and umm   I believe that this is your red sweater,7
No  This is my red sweater,7
Oh no Could I get anyone a coffee orpoison No Just for me Okay,4
So   what's this about,1
Rachel has something that she wants to tell you and umm   I believe that this is your red sweater,7
No  This is my red sweater,7
Oh no Could I get anyone a coffee orpoison No Just for me Okay,4
What's going on Rach,1
So   what's this about,1
Rachel has something that she wants to tell you and umm   I believe that this is your red sweater,7
No  This is my red sweater,7
Oh no Could I get anyone a coffee orpoison No Just for me Okay,4
What's going on Rach,1
Nothing Phoebe kinda made a mistake But y'know you do wear that sweater a lot   are you involved in some kind of dare,4
Y'know   I'm actually glad Phoebe called,1
I know we broke up because you thought I wasn't mature enough   but I've really grown up and think we should get back together,1
Oh   it's just not the right time,0
So   what's this about,1
Rachel has something that she wants to tell you and umm   I believe that this is your red sweater,7
No  This is my red sweater,7
Oh no Could I get anyone a coffee orpoison No Just for me Okay,4
What's going on Rach,1
Nothing Phoebe kinda made a mistake But y'know you do wear that sweater a lot   are you involved in some kind of dare,4
Y'know   I'm actually glad Phoebe called,1
I know we broke up because you thought I wasn't mature enough   but I've really grown up and think we should get back together,1
Oh   it's just not the right time,0
It is the right time,1
Okay,7
Kay,1
in the category of Favorite Returning Male Character the nominees are: John Wheeler from,7
What the,5
Yeah,7
You're an Aquarius   huh,7
I bet you're a Gemini,7
Nope,7
Taurus,7
Nope,7
Virgo,7
Nope,7
Sagittarius,7
Yep,7
I knew it I knew it   ahh,1
Yeah,7
You're an Aquarius   huh,7
I bet you're a Gemini,7
Nope,7
Taurus,7
Nope,7
Virgo,7
Nope,7
Sagittarius,7
Yep,7
I knew it I knew it   ahh,1
You're not gonna speed anymore right,7
I won't speed,7
Hey,1
I can't believe this is taking so long How are you doing,0
Hey,1
I can't believe this is taking so long How are you doing,0
Oh not bad Do you know that feeling when you're trying to blow a Saint Bernard out your ass,0
Weirdest thing Did I hearMother of God it's true,5
Chandler Bing,5
Janice,5
Not just Janice   Janice in labor   contracting and everything,1
Oh   this should be easy I have a very wide pelvis You remember Chandler,7
Hey,1
I can't believe this is taking so long How are you doing,0
Oh not bad Do you know that feeling when you're trying to blow a Saint Bernard out your ass,0
Weirdest thing Did I hearMother of God it's true,5
Chandler Bing,5
Janice,5
Not just Janice   Janice in labor   contracting and everything,1
Oh   this should be easy I have a very wide pelvis You remember Chandler,7
Janice I didn't even know you were pregnant Who's the unwitting human who's essence you've stolen,5
It's you This is yours,7
What,5
Look how nervous he gets We haven't slept together in years,1
Hey,1
I can't believe this is taking so long How are you doing,0
Oh not bad Do you know that feeling when you're trying to blow a Saint Bernard out your ass,0
Weirdest thing Did I hearMother of God it's true,5
Chandler Bing,5
Janice,5
Not just Janice   Janice in labor   contracting and everything,1
Oh   this should be easy I have a very wide pelvis You remember Chandler,7
Janice I didn't even know you were pregnant Who's the unwitting human who's essence you've stolen,5
It's you This is yours,7
What,5
Look how nervous he gets We haven't slept together in years,1
That's funny Does it-does it hurt Does the labor hurt,4
"Man   I'm starving What the hell was I thinking at dinner ""Do you want soup or salad"" Both Always order both",3
Y'know   y'know I'm lookin' and I don't think anyone's home here,7
I say we just break the window   crawl through   and-and y'know explain later,7
Yeah Really No one's home,5
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
You had no relationship,3
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
You had no relationship,3
No   but I was doing my thing and everything was going according to the plan,3
Oh God   stop with the plan,3
So what   so what you saw him with a girl,7
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
You had no relationship,3
No   but I was doing my thing and everything was going according to the plan,3
Oh God   stop with the plan,3
So what   so what you saw him with a girl,7
Who cares,3
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
You had no relationship,3
No   but I was doing my thing and everything was going according to the plan,3
Oh God   stop with the plan,3
So what   so what you saw him with a girl,7
Who cares,3
That doesn't mean anything,3
Now look   you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl,7
Hey   what's up,7
I just saw Danny getting on the subway with a girl and he had his arm around her,0
Oh   honey   I'm sorry,0
Well   you should be   this is all your fault You meddled in our relationship,3
You had no relationship,3
No   but I was doing my thing and everything was going according to the plan,3
Oh God   stop with the plan,3
So what   so what you saw him with a girl,7
Who cares,3
That doesn't mean anything,3
Now look   you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl,7
She was kinda stupid,7
Hi,7
Phoebe,5
Ta-da,1
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Sparkly,7
So   wow   this is pretty wonerful   huh,1
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Sparkly,7
So   wow   this is pretty wonerful   huh,1
Mr major capades guy,7
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Sparkly,7
So   wow   this is pretty wonerful   huh,1
Mr major capades guy,7
I   I remember when you were just   like   King Friday in Mr Roger's Ice is Nice,7
You always said I'd make it,1
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Sparkly,7
So   wow   this is pretty wonerful   huh,1
Mr major capades guy,7
I   I remember when you were just   like   King Friday in Mr Roger's Ice is Nice,7
You always said I'd make it,1
Yeah   well   ya know   I'm kind of spooky that way Wooo,7
I missed you  I'm gonna get changed,7
Hi,7
Phoebe,5
Ta-da,1
Hey,7
Hi,7
Ahh   look at you   you look great,1
Do I Thank you   so do you,7
Thanks,7
Sparkly,7
So   wow   this is pretty wonerful   huh,1
Mr major capades guy,7
I   I remember when you were just   like   King Friday in Mr Roger's Ice is Nice,7
You always said I'd make it,1
Yeah   well   ya know   I'm kind of spooky that way Wooo,7
I missed you  I'm gonna get changed,7
OK,7
Um   now Phoebs,7
Oh   right   OK Ole,7
What,7
Um   the matador  Ole   ha ha ha,1
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
And you weren't going to tell us How did you think you were    gonna get away with that,3
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
And you weren't going to tell us How did you think you were    gonna get away with that,3
I do it every year,7
You do that every year,5
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
And you weren't going to tell us How did you think you were    gonna get away with that,3
I do it every year,7
You do that every year,5
I didn't have to tell you that I'm stupider than Jane Rogers,3
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
And you weren't going to tell us How did you think you were    gonna get away with that,3
I do it every year,7
You do that every year,5
I didn't have to tell you that I'm stupider than Jane Rogers,3
Oh   that's why you got these tickets to that play   to get rid    of us,3
Hi Joey it's Jane Rogers   can't wait    for your party tonight,1
Listen   I forgot your address   can you give me a call,7
Thanks   bye,7
Hey,1
Hey,1
What's happening,1
Yeah   it's a real shame you can't make it to that one-woman    show tonight,0
Oh   I'd love to   but I gotta get up so early the next day and    so   you know me   work comes first,7
Oh   yeah   yeah   yeah,7
"""Hi Joey   it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers,3
You are having a party tonight,5
Kinda have a a thing for the Days Of Our Life's people,7
And you weren't going to tell us How did you think you were    gonna get away with that,3
I do it every year,7
You do that every year,5
I didn't have to tell you that I'm stupider than Jane Rogers,3
Oh   that's why you got these tickets to that play   to get rid    of us,3
Yeah,7
Who's this from,5
Oh   that's Ross's,7
Oh  Oh my God He remembered,5
Remembered what,7
It was like months ago,5
We were walking by this antique store   and I saw this pin in the window   and I told him that it was just like one my grandmother had when I was a little girl,0
Who's this from,5
Oh   that's Ross's,7
Oh  Oh my God He remembered,5
Remembered what,7
It was like months ago,5
We were walking by this antique store   and I saw this pin in the window   and I told him that it was just like one my grandmother had when I was a little girl,0
Oh,5
Who's this from,5
Oh   that's Ross's,7
Oh  Oh my God He remembered,5
Remembered what,7
It was like months ago,5
We were walking by this antique store   and I saw this pin in the window   and I told him that it was just like one my grandmother had when I was a little girl,0
Oh,5
I can't believe he remembered,5
Oh   it's so pretty This must have cost him a fortune,5
Who's this from,5
Oh   that's Ross's,7
Oh  Oh my God He remembered,5
Remembered what,7
It was like months ago,5
We were walking by this antique store   and I saw this pin in the window   and I told him that it was just like one my grandmother had when I was a little girl,0
Oh,5
I can't believe he remembered,5
Oh   it's so pretty This must have cost him a fortune,5
I can't believe he did this,5
Come on   Ross Remember back in college   when he fell in love with Carol and bought her that ridiculously expensive crystal duck,7
What did you just say,5
F-hah flennin,4
I really like waking up with you,1
I like waking up with you too  Oh It's such a beautiful morning  Oh   I can stay here all day,1
That would be great,1
We could have breakfast in bed,1
Wait   just a second,7
I really like waking up with you,1
I like waking up with you too  Oh It's such a beautiful morning  Oh   I can stay here all day,1
That would be great,1
We could have breakfast in bed,1
Wait   just a second,7
Okay  Oh Oh no,5
Well that was depressing   I think I just bought a soft pretzel from one of the kids from,0
Um-hmm Oh wait This is Bonnie,5
Hi,1
This is Bonnie  This is Bonnie  You're Bonnie,5
Well that was depressing   I think I just bought a soft pretzel from one of the kids from,0
Um-hmm Oh wait This is Bonnie,5
Hi,1
This is Bonnie  This is Bonnie  You're Bonnie,5
I can show you an ID if you want,7
Well that was depressing   I think I just bought a soft pretzel from one of the kids from,0
Um-hmm Oh wait This is Bonnie,5
Hi,1
This is Bonnie  This is Bonnie  You're Bonnie,5
I can show you an ID if you want,7
Oh no   I'm sorry   you look a lot different from the last time I-I saw you,5
Oh yeah   well I just started wearing bras again,7
Oh   that must be it,7
Well that was depressing   I think I just bought a soft pretzel from one of the kids from,0
Um-hmm Oh wait This is Bonnie,5
Hi,1
This is Bonnie  This is Bonnie  You're Bonnie,5
I can show you an ID if you want,7
Oh no   I'm sorry   you look a lot different from the last time I-I saw you,5
Oh yeah   well I just started wearing bras again,7
Oh   that must be it,7
Well I hope you have fun tonight,7
Well that was depressing   I think I just bought a soft pretzel from one of the kids from,0
Um-hmm Oh wait This is Bonnie,5
Hi,1
This is Bonnie  This is Bonnie  You're Bonnie,5
I can show you an ID if you want,7
Oh no   I'm sorry   you look a lot different from the last time I-I saw you,5
Oh yeah   well I just started wearing bras again,7
Oh   that must be it,7
Well I hope you have fun tonight,7
Thanks You too,1
I believe it,7
Yes   I do,7
No you doy'know what   you're not gonna suck me into this,3
Oh sure I am   because you always have to be right,3
I believe it,7
Yes   I do,7
No you doy'know what   you're not gonna suck me into this,3
Oh sure I am   because you always have to be right,3
I do not always have to beokay   okay,3
Jurassic Park,7
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
Oh my God  Where the hell have you been,3
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
Oh my God  Where the hell have you been,3
Just   y'know out,7
Ohh   out   oh God   I don't know why we didn't think to check there,3
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
Oh my God  Where the hell have you been,3
Just   y'know out,7
Ohh   out   oh God   I don't know why we didn't think to check there,3
What were you doing,7
I uh   went to a bar And then I just uh   just walked around for a while,7
He hooked up He hooked up with someone,5
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
Oh my God  Where the hell have you been,3
Just   y'know out,7
Ohh   out   oh God   I don't know why we didn't think to check there,3
What were you doing,7
I uh   went to a bar And then I just uh   just walked around for a while,7
He hooked up He hooked up with someone,5
Look   I don't have to answer your questions Okay I'm a big boy   I can do whatever I want,3
I'm telling you   something's wrong My brother does not stay out all night,4
Maybe we should check the trash chute,7
Ross couldn't fit down the trash chute,7
That's right   he almost could Which is exactly how I got stuck there,7
Hey,7
There he is,1
Oh my God  Where the hell have you been,3
Just   y'know out,7
Ohh   out   oh God   I don't know why we didn't think to check there,3
What were you doing,7
I uh   went to a bar And then I just uh   just walked around for a while,7
He hooked up He hooked up with someone,5
Look   I don't have to answer your questions Okay I'm a big boy   I can do whatever I want,3
He hooked up Tell us about her,1
Oh yeah   that looks good,7
You guys make a,7
Yeah   we look great together,1
Okay,7
Wow Imagine what our kids would look like,1
Y'know   we don't have to imagine,7
Oh yeah   that looks good,7
You guys make a,7
Yeah   we look great together,1
Okay,7
Wow Imagine what our kids would look like,1
Y'know   we don't have to imagine,7
I'm marrying her,1
Hey Hey Be careful around my Porsche,3
Hi Joey,7
Hey How you doin',7
Hey Hey Be careful around my Porsche,3
Hi Joey,7
Hey How you doin',7
He has the most amazing Porsche under there,1
Well   the old lady died,0
And how do I know,7
Well   the old lady died,0
And how do I know,7
Her dying wish was for one last kiss,7
But I don't care    because you got the apartment,1
Well   the old lady died,0
And how do I know,7
Her dying wish was for one last kiss,7
But I don't care    because you got the apartment,1
Yes,1
Ewww Yeah Umm I think I'm gonna stay here,6
Isn't that great,1
Ezels,6
Smelly cat   smelly cat   what are they feeding you Smelly cat   smelly cat   it's not your fault,7
Wow   that's great,1
Oh   yeah,1
Smelly cat   smelly cat   what are they feeding you Smelly cat   smelly cat   it's not your fault,7
Wow   that's great,1
Oh   yeah,1
Y'know you could totally sell this It'd be perfect for like umm   a kitty litter campaign,7
Smelly cat   smelly cat   what are they feeding you Smelly cat   smelly cat   it's not your fault,7
Wow   that's great,1
Oh   yeah,1
Y'know you could totally sell this It'd be perfect for like umm   a kitty litter campaign,7
I   a jingle No   no-no-no   no,7
Smelly cat   smelly cat   what are they feeding you Smelly cat   smelly cat   it's not your fault,7
Wow   that's great,1
Oh   yeah,1
Y'know you could totally sell this It'd be perfect for like umm   a kitty litter campaign,7
I   a jingle No   no-no-no   no,7
What Why not You could make a ton of money,5
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Oh-oh   you lie,6
What you don't think I'd go up to her,7
Ross   it took you ten years to finally admit you liked me,7
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Oh-oh   you lie,6
What you don't think I'd go up to her,7
Ross   it took you ten years to finally admit you liked me,7
Yeah   well missy   you better be glad that list is laminated,3
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Oh-oh   you lie,6
What you don't think I'd go up to her,7
Ross   it took you ten years to finally admit you liked me,7
Yeah   well missy   you better be glad that list is laminated,3
You know what honey   you go ahead   we'll call her an alternate,7
Okay   hold my crawler,7
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Oh-oh   you lie,6
What you don't think I'd go up to her,7
Ross   it took you ten years to finally admit you liked me,7
Yeah   well missy   you better be glad that list is laminated,3
You know what honey   you go ahead   we'll call her an alternate,7
Okay   hold my crawler,7
Okay,7
Rach   are you really gonna let him do this,5
Okay sir   um-mm   let see if I got this right,7
Ah   so this is a half-caf   double tall   easy hazel nut   non-fat   no foam   with whip   extra hot latte   right,7
Okay   great,1
You freak,6
Thank you,1
Um   coffee to go   please,7
Isabella Rosselini,7
Are you serious  Oh my God,5
Damn I can't believe I took her off my list,3
Why Cause otherwise you'd go for it,7
Yeah   maybe,7
Oh-oh   you lie,6
What you don't think I'd go up to her,7
Ross   it took you ten years to finally admit you liked me,7
Yeah   well missy   you better be glad that list is laminated,3
You know what honey   you go ahead   we'll call her an alternate,7
Okay   hold my crawler,7
Okay,7
Rach   are you really gonna let him do this,5
Honey   he's about to go hit on Isabella Rosselini I'm just sorry we don't got popcorn,1
Oh-oh-oh   yeah  That's right   you take good care of those babies,1
Excuse me,5
It's me   Joey,1
Do I know you,5
Joey,1
Oh-ho   yeah Yeah   the hand guy,7
Oh-oh-oh   yeah  That's right   you take good care of those babies,1
Excuse me,5
It's me   Joey,1
Do I know you,5
Joey,1
Oh-ho   yeah Yeah   the hand guy,7
Okay that's fair,7
Good,7
Pick one,7
Left  Thank you,1
Good,7
Pick one,7
Left  Thank you,1
You're welcome,7
Ross,5
Good,7
Pick one,7
Left  Thank you,1
