text,label
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
This is so great ,1
You wanna explain that ,7
I mean  well  'cause when I was growing up  you know my dad left  and my mother died  and my stepfather went to jail  so I barely had enough pieces of parents to make one whole one ,0
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
This is so great ,1
You wanna explain that ,7
I mean  well  'cause when I was growing up  you know my dad left  and my mother died  and my stepfather went to jail  so I barely had enough pieces of parents to make one whole one ,0
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most ,1
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
This is so great ,1
You wanna explain that ,7
I mean  well  'cause when I was growing up  you know my dad left  and my mother died  and my stepfather went to jail  so I barely had enough pieces of parents to make one whole one ,0
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most ,1
And it's not even born yet ,0
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
This is so great ,1
You wanna explain that ,7
I mean  well  'cause when I was growing up  you know my dad left  and my mother died  and my stepfather went to jail  so I barely had enough pieces of parents to make one whole one ,0
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most ,1
And it's not even born yet ,0
It's just  it's just the luckiest baby in the whole world ,1
Come on  come on ,7
Damnit  damnit  damnit  damnit ,3
This is all your fault ,3
This is supposed to be  like  the greatest day of my life  y'know ,3
My son is being born  and I should be in there  you know  instead of stuck in a closet with you ,3
The woman I love is having a baby today I've been waiting for this just as much as you have ,3
No no no  believe me ,3
No one has been waiting for this as much as I have  ok ,3
And you know what the funny thing is ,7
When this day is over  you get to go home with the baby  ok ,3
Where does that leave me ,0
You get to be the baby's father ,7
Everyone knows who you are ,7
Who am I ,3
There's Mother's Day  there's Father's Day  there's no Lesbian Lover Day ,0
Every day is Lesbian Lover Day ,7
This is so great ,1
You wanna explain that ,7
I mean  well  'cause when I was growing up  you know my dad left  and my mother died  and my stepfather went to jail  so I barely had enough pieces of parents to make one whole one ,0
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most ,1
And it's not even born yet ,0
It's just  it's just the luckiest baby in the whole world ,1
I'm sorry  you were fighting ,0
Okay  it's a typical New York City apartment Two girls are just hanging out ,7
Hi  how are you doing Kelly ,7
I'm doing just fine God  Tiffany  you smell so great ,1
It's my new perfume Why don't you come closer where you can ,7
Oh  y'know Joey  you are sick ,6
Okay  it's a typical New York City apartment Two girls are just hanging out ,7
Hi  how are you doing Kelly ,7
I'm doing just fine God  Tiffany  you smell so great ,1
It's my new perfume Why don't you come closer where you can ,7
Oh  y'know Joey  you are sick ,6
This is disgusting ,6
Okay  it's a typical New York City apartment Two girls are just hanging out ,7
Hi  how are you doing Kelly ,7
I'm doing just fine God  Tiffany  you smell so great ,1
It's my new perfume Why don't you come closer where you can ,7
Oh  y'know Joey  you are sick ,6
This is disgusting ,6
I'm not reading this ,6
What Wait-wait-wait The handsome man was about to enter ,5
All right  I'll give you this  Mr Peanut is a better dresser ,7
I mean he's got the monocle  he's got the top hat ,7
You know he's gay ,7
I just wanna clarify this: are you outing Mr Peanut ,7
Danielle Hi Uh- everybody  this is Danielle  Danielle  everybody ,7
Hi Hi ,7
What are you doing here ,5
Well  what ,7
What ,7
What is it ,7
That she left you ,5
Well  what ,7
What ,7
What is it ,7
That she left you ,5
That she likes women ,7
Well  what ,7
What ,7
What is it ,7
That she left you ,5
That she likes women ,7
That she left you for another woman that likes women ,7
Little louder  okay  I think there's a man on the twelfth floor in a coma that didn't quite hear you ,3
Then what ,7
My first time with Carol was ,7
Well  what ,7
What ,7
What is it ,7
That she left you ,5
That she likes women ,7
That she left you for another woman that likes women ,7
Little louder  okay  I think there's a man on the twelfth floor in a coma that didn't quite hear you ,3
Then what ,7
My first time with Carol was ,7
What ,7
It was my ,7
With Carol  Oh ,5
Well  what ,7
What ,7
What is it ,7
That she left you ,5
That she likes women ,7
That she left you for another woman that likes women ,7
Little louder  okay  I think there's a man on the twelfth floor in a coma that didn't quite hear you ,3
Then what ,7
My first time with Carol was ,7
What ,7
It was my ,7
With Carol  Oh ,5
So in your whole life  you've only been with oneoh ,5
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
I mean shoulda seen it  I mean Carol and Id be out and shed  shed see some beautiful woman  and  and shed be Ross y'know look at her  and Id think  God  my wife is cool ,0
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
I mean shoulda seen it  I mean Carol and Id be out and shed  shed see some beautiful woman  and  and shed be Ross y'know look at her  and Id think  God  my wife is cool ,0
Aw Hey  do you think that Susan person is her lover ,7
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
I mean shoulda seen it  I mean Carol and Id be out and shed  shed see some beautiful woman  and  and shed be Ross y'know look at her  and Id think  God  my wife is cool ,0
Aw Hey  do you think that Susan person is her lover ,7
Well  now I do ,5
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
I mean shoulda seen it  I mean Carol and Id be out and shed  shed see some beautiful woman  and  and shed be Ross y'know look at her  and Id think  God  my wife is cool ,0
Aw Hey  do you think that Susan person is her lover ,7
Well  now I do ,5
Im sorry ,0
Hi Where is everybody ,7
Oh  its already closed  Chris gave me the keys to lock up-what is wrong ,0
My marriage  I think my marriage is um  is kinda over ,0
Oh no Why ,5
Cause Carols a lesbian  And  and Im not one And apparently its not a mix and match situation ,0
Oh my God I dont believe it Oh  you poor bunny ,5
Im an idiot ,6
I mean shoulda seen it  I mean Carol and Id be out and shed  shed see some beautiful woman  and  and shed be Ross y'know look at her  and Id think  God  my wife is cool ,0
Aw Hey  do you think that Susan person is her lover ,7
Well  now I do ,5
Im sorry ,0
Seven years ,0
Ill do it ,7
No you wont ,7
Look he knows he did a terrible thing and I believe him  hes sorry ,0
Ill do it ,7
No you wont ,7
Look he knows he did a terrible thing and I believe him  hes sorry ,0
But   youve got one more apology to make  all right  youve got to apologize to Mary-Angela ,7
Ill do it ,7
No you wont ,7
Look he knows he did a terrible thing and I believe him  hes sorry ,0
But   youve got one more apology to make  all right  youve got to apologize to Mary-Angela ,7
Okay  absolutely ,1
All right ,7
Youve got it ,7
Ill do it ,7
No you wont ,7
Look he knows he did a terrible thing and I believe him  hes sorry ,0
But   youve got one more apology to make  all right  youve got to apologize to Mary-Angela ,7
Okay  absolutely ,1
All right ,7
Youve got it ,7
Cookie  now you can punch him ,3
Ill do it ,7
No you wont ,7
Look he knows he did a terrible thing and I believe him  hes sorry ,0
But   youve got one more apology to make  all right  youve got to apologize to Mary-Angela ,7
Okay  absolutely ,1
All right ,7
Youve got it ,7
Cookie  now you can punch him ,3
What ,5
All right  that's it  I quit ,3
What I didn't say anything ,5
Yeah  but this  isn't the face of a person who trusts a person ,3
Ok  this  is the face of a person who  you know  doesn't trust a person ,3
I'm sorry I'm sorry  Phoebe It's just a little shorter than what we had discussed ,0
Julie ,7
What ,5
Jody ,5
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
And then  one thing led to another and  before I knew it  we wereshopping ,7
Oh Oh my God ,5
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
And then  one thing led to another and  before I knew it  we wereshopping ,7
Oh Oh my God ,5
Honey  wait We only did it once It didn't mean anything to me ,0
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
And then  one thing led to another and  before I knew it  we wereshopping ,7
Oh Oh my God ,5
Honey  wait We only did it once It didn't mean anything to me ,0
Yeah  right  Sure ,3
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
And then  one thing led to another and  before I knew it  we wereshopping ,7
Oh Oh my God ,5
Honey  wait We only did it once It didn't mean anything to me ,0
Yeah  right  Sure ,3
Really  Rachel  I was thinking of you the whole time ,0
Look  I'm sorry  all right ,0
I never meant for you to find out ,0
Oh  please  you wanted to get caught ,3
That is not true ,3
Julie ,7
What ,5
Jody ,5
You were with Julie ,7
Look  when it started I was just trying to be nice to her because she was my brother's girlfriend ,7
And then  one thing led to another and  before I knew it  we wereshopping ,7
Oh Oh my God ,5
Honey  wait We only did it once It didn't mean anything to me ,0
Yeah  right  Sure ,3
Really  Rachel  I was thinking of you the whole time ,0
Look  I'm sorry  all right ,0
I never meant for you to find out ,0
Oh  please  you wanted to get caught ,3
That is not true ,3
Oh  so you just sort of happened to leave it in here ,3
Did it ever occur to you that I might just be that stupid ,3
Ok  Monica I just have to know one thing Did you go with her to ,0
Yeah ,5
I cant say ,7
Why ,5
Why not ,0
I cant say because hes famous ,7
Oh my God  who is it ,5
Phoebe  come on  you have to tell us ,3
Yeah ,5
I cant say ,7
Why ,5
Why not ,0
I cant say because hes famous ,7
Oh my God  who is it ,5
Phoebe  come on  you have to tell us ,3
Okay  okay Its James Brolin James Brolin is the father of my baby ,7
As in Barbara Streisands husband James Brolin ,5
Yeah ,5
I cant say ,7
Why ,5
Why not ,0
I cant say because hes famous ,7
Oh my God  who is it ,5
Phoebe  come on  you have to tell us ,3
Okay  okay Its James Brolin James Brolin is the father of my baby ,7
As in Barbara Streisands husband James Brolin ,5
What Well he never said that to me ,5
In ,7
Oh  this life Oh okay no  Chandler's is worse ,0
Man  it must be so cool remembering stuff like that I don't have any past life memories ,1
Of course you don't sweetie You're brand new ,7
In ,7
Oh  this life Oh okay no  Chandler's is worse ,0
Man  it must be so cool remembering stuff like that I don't have any past life memories ,1
Of course you don't sweetie You're brand new ,7
I know Monica's worst Thanksgiving ,7
Oh  let's not tell this story ,0
Oh  come on ,0
Oh no  I know I know It's the one where Joey got Monica's turkey stuck on his head ,1
In ,7
Oh  this life Oh okay no  Chandler's is worse ,0
Man  it must be so cool remembering stuff like that I don't have any past life memories ,1
Of course you don't sweetie You're brand new ,7
I know Monica's worst Thanksgiving ,7
Oh  let's not tell this story ,0
Oh  come on ,0
Oh no  I know I know It's the one where Joey got Monica's turkey stuck on his head ,1
What Joey got a turkey stuck on his head ,5
In ,7
Oh  this life Oh okay no  Chandler's is worse ,0
Man  it must be so cool remembering stuff like that I don't have any past life memories ,1
Of course you don't sweetie You're brand new ,7
I know Monica's worst Thanksgiving ,7
Oh  let's not tell this story ,0
Oh  come on ,0
Oh no  I know I know It's the one where Joey got Monica's turkey stuck on his head ,1
What Joey got a turkey stuck on his head ,5
Hey  it's not like it sounds ,7
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Oh that's too bad Bye bye ,0
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Oh that's too bad Bye bye ,0
Ten dollars an hour ,7
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Oh that's too bad Bye bye ,0
Ten dollars an hour ,7
No ,7
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Oh that's too bad Bye bye ,0
Ten dollars an hour ,7
No ,7
Twelve dollars an hour ,7
Mon I wish I could  but I've made plans to walk around ,7
You know  Rachel  when you ran out of your wedding  I was there for you ,3
Wendy  we had a deal  Yeah  you promised Wendy Wendy Wendy ,3
Who was that ,7
Wendy bailed I have no waitress ,0
Oh that's too bad Bye bye ,0
Ten dollars an hour ,7
No ,7
Twelve dollars an hour ,7
Mon I wish I could  but I've made plans to walk around ,7
You know  Rachel  when you ran out of your wedding  I was there for you ,3
I put a roof over your head  and if that means nothing to you  twenty dollars an hour ,3
Done ,1
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
No  I mean I was really acting my ass off ,1
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
No  I mean I was really acting my ass off ,1
Yeah  I thought I was pretty good too ,1
Oh yeah  youre solid Yeah  youre just no me ,7
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
No  I mean I was really acting my ass off ,1
Yeah  I thought I was pretty good too ,1
Oh yeah  youre solid Yeah  youre just no me ,7
Yknow what I think thats enough for now Yeah I dont want to be over rehearsed ,7
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
No  I mean I was really acting my ass off ,1
Yeah  I thought I was pretty good too ,1
Oh yeah  youre solid Yeah  youre just no me ,7
Yknow what I think thats enough for now Yeah I dont want to be over rehearsed ,7
Fine ,3
The reactors gonna blow in three seconds  were never gonna make it ,4
Youve got to get out of here Save yourself ,4
No I wont leave you ,4
Dont worry about me  Im a robot Im just a machine ,0
No youre not Not to me ,3
Oh my God ,5
What ,7
I am ,7
Yeah  youre great Okay  lets take it from ,1
No  I mean I was really acting my ass off ,1
Yeah  I thought I was pretty good too ,1
Oh yeah  youre solid Yeah  youre just no me ,7
Yknow what I think thats enough for now Yeah I dont want to be over rehearsed ,7
Fine ,3
Ill do it without you ,3
I dont need you or anybody else ,3
Im gonna make it on my own ,3
Youll see ,3
Youll ,7
I can't believe that Ross is gone It is just so sad ,0
I didn't know Ross and you were so close ,5
We weren't but we had one class together He was such a great    guy and he talked so passionately about science I always remembered him ,0
I'm sure that would mean a lot to him ,7
I can't believe that Ross is gone It is just so sad ,0
I didn't know Ross and you were so close ,5
We weren't but we had one class together He was such a great    guy and he talked so passionately about science I always remembered him ,0
I'm sure that would mean a lot to him ,7
And if heaven has a    door  I'm sure he's pressing his ear up against it and listening intently ,7
I thought so many times about calling him and asking him out    I guess I really missed my chance ,0
But you didn't ,1
I'm still alive ,1
Kori  I know this is a big surprise for you ,1
It's a long story but the things    you just said really made my day ,1
I mean  the fact that you are here means more    to me than if this room were filled with people ,1
You sick freak  who does that I can't believe I had a crush on    you ,3
Well do a quick check ,7
Okay ,7
So  eight days late huh ,5
Well do a quick check ,7
Okay ,7
So  eight days late huh ,5
Yeah ,7
You must be a little uncomfortable ,7
Anytime you're ready ,7
Ok  ok  here we go ,7
Ok  where am I talking to  here ,7
I mean  uh  well  there is one way that seems to offer a certain acoustical advantage  but ,7
Just aim for the bump ,7
Ok  ok  ok  ok  here goes ,7
You know  I  you know  can't do this ,4
Anytime you're ready ,7
Ok  ok  here we go ,7
Ok  where am I talking to  here ,7
I mean  uh  well  there is one way that seems to offer a certain acoustical advantage  but ,7
Just aim for the bump ,7
Ok  ok  ok  ok  here goes ,7
You know  I  you know  can't do this ,4
Uh  this is too weird ,6
Anytime you're ready ,7
Ok  ok  here we go ,7
Ok  where am I talking to  here ,7
I mean  uh  well  there is one way that seems to offer a certain acoustical advantage  but ,7
Just aim for the bump ,7
Ok  ok  ok  ok  here goes ,7
You know  I  you know  can't do this ,4
Uh  this is too weird ,6
I feel stupid ,0
Anytime you're ready ,7
Ok  ok  here we go ,7
Ok  where am I talking to  here ,7
I mean  uh  well  there is one way that seems to offer a certain acoustical advantage  but ,7
Just aim for the bump ,7
Ok  ok  ok  ok  here goes ,7
You know  I  you know  can't do this ,4
Uh  this is too weird ,6
I feel stupid ,0
So don't do it  it's fine You don't have to do it just because Susan does it ,7
Hello  baby Hello  hello ,1
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Okay ,7
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Okay ,7
Okay ,7
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Okay ,7
Okay ,7
Thank you  Oww God ,5
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Okay ,7
Okay ,7
Thank you  Oww God ,5
What I wh-  whats wrong ,4
Easy Easy You have to go to the hospital Okay ,4
Okay  I do ,7
Okay ,7
I really do ,7
Okay  Im gonna get your coat and then Ill-Ill put you in a cab ,7
Okay Oh wait  wait-wait  youre not gonna come with me ,0
Of course I am I just have to make a call ,5
Okay ,7
Okay ,7
Thank you  Oww God ,5
What I wh-  whats wrong ,4
Im sorry  I just cant go to the hospital lookin like this ,6
Pete Becker is circling the ring now It looks like  hes just trying to feel him out Oh  Bruiser is just ,7
Run Run you crazy  rich freak ,4
Oh  I cant watch this ,4
Check it out  hes winning  Petes winning ,5
Really ,5
No-o-o ,4
Pete Becker is circling the ring now It looks like  hes just trying to feel him out Oh  Bruiser is just ,7
Run Run you crazy  rich freak ,4
Oh  I cant watch this ,4
Check it out  hes winning  Petes winning ,5
Really ,5
No-o-o ,4
Uh-oh  Bruiser has Becker on the canvas and is going for his favourite area ,4
Pete Becker is circling the ring now It looks like  hes just trying to feel him out Oh  Bruiser is just ,7
Run Run you crazy  rich freak ,4
Oh  I cant watch this ,4
Check it out  hes winning  Petes winning ,5
Really ,5
No-o-o ,4
Uh-oh  Bruiser has Becker on the canvas and is going for his favourite area ,4
Oh Oh ,6
Wait  if thats his favourite area  why is he being so mean to it ,5
Well  this is ironic ,5
Of your last two boyfriends  Richard didnt want to have kids  and from the looks of it  now Pete cant ,7
Should we tell Rachel theres an empty private room right next door to hers ,7
We could  or we can have sex in it ,1
Well let me think about that  while I remove my pants ,1
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
Okay Joey  first of all Kash Ford is not people Second of all  what did he say when you told him I was pregnant ,3
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
Okay Joey  first of all Kash Ford is not people Second of all  what did he say when you told him I was pregnant ,3
I didnt tell him I didnt know if you were telling people This is back when I thought Kash was still people ,7
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
Oh Oh  I think Im gonna throw up a little bit What did you say ,6
I said no ,7
What ,5
What II just figured since youre pregnant youre not gonna be seeing people ,5
Okay Joey  first of all Kash Ford is not people Second of all  what did he say when you told him I was pregnant ,3
I didnt tell him I didnt know if you were telling people This is back when I thought Kash was still people ,7
Good-good  dont tell him Dont tell him Just have him call me okay ,4
I thought I was a complete idiot ,5
Hey  Im with you He even asked me if I thought youd go out with him ,7
